Player,No,Pos,Ht,Wt,Age,College,GP,GS,Team,player_id
Rob Gronkowski,87,TE,6-6,265,31,Arizona,16,16,30,1806
Joe Haeg,73,LOG-ROT-TE,6-6,305,27,North Dakota State,12,3,30,1807
O.J. Howard,80,TE,6-6,251,26,Alabama,4,1,30,1808
Tanner Hudson,88,TE,6-5,239,26,Memphis; Southern Arkansas,11,0,30,1809
Ryan Jensen,66,C-LOG,6-4,313,29,Colorado State-Pueblo,16,16,30,1810
Tyler Johnson,18,WR,6-2,205,22,Minnesota,14,3,30,1811
Ronald Jones,27,RB,5-11,208,23,Southern California,14,13,30,1812
Jeremiah Ledbetter,95,NT-LDE,6-3,295,26,Hutchinson CC; Arkansas,3,0,30,1813
Ali Marpet,74,LOG,6-4,307,27,Hobart,13,13,30,1814
LeSean McCoy,25,RB,5-11,207,32,Pittsburgh,10,0,30,1815
Steve McLendon,96,NT,6-4,309,34,Troy,9,0,30,1816
Jaydon Mickens,85,WR,5-11,174,26,Washington,10,0,30,1817
Herb Miller,36,CB,6-2,190,23,Florida Atlantic,5,0,30,1818
Scott Miller,10,WR,5-11,166,23,Bowling Green State,16,5,30,1819
Kevin Minter,51,LILB,6-0,246,30,Louisiana State,16,1,30,1820
Parnell Motley,39,LCB,6-0,184,23,Oklahoma,2,0,30,1821
Sean Murphy-Bunting,23,RCB-LCB,6-1,181,23,Central Michigan,16,13,30,1822
Anthony Nelson,98,ROLB-LOLB,6-7,271,23,Iowa,16,1,30,1823
Rakeem Nunez-Roches,56,NT,6-2,307,27,Southern Mississippi,16,11,30,1824
Pat O'Connor,79,RDE,6-4,270,27,Eastern Michigan,16,0,30,1825
Jason Pierre-Paul,90,LOLB,6-5,272,31,Canyons JC; Fort Scott CC; South Florida,16,16,30,1826
Bradley Pinion,8,P,6-5,232,26,Clemson,16,0,30,1827
Benning Potoa'e,91,RDE,6-3,290,24,Washington,1,0,30,1828
Chapelle Russell,53,RILB,6-1,230,23,Temple,11,0,30,1829
A.Q. Shipley,62,C,6-1,304,34,Penn State,5,2,30,1830
Donovan Smith,76,LOT,6-6,338,27,Penn State,15,15,30,1831
Ryan Smith,29,LCB-RCB,5-11,189,27,North Carolina Central,16,0,30,1832
Aaron Stinnie,64,LOG,6-3,312,26,James Madison,6,0,30,1833
Ryan Succop,3,K,6-2,218,34,South Carolina,16,0,30,1834
Ndamukong Suh,93,LDE,6-4,307,33,Nebraska,16,16,30,1835
Zach Triner,97,LONG,6-3,245,29,Siena; Assumption,16,0,30,1836
Ke'Shawn Vaughn,30,RB,5-10,218,23,Illinois; Vanderbilt,10,0,30,1837
Vita Vea,50,NT,6-4,347,25,Washington,5,5,30,1838
Justin Watson,17,WR,6-3,215,25,Pennsylvania,11,2,30,1839
Josh Wells,72,LOT,6-6,307,29,James Madison,15,1,30,1840
Devin White,45,LILB,6-1,240,22,Louisiana State,15,15,30,1841
Jordan Whitehead,33,FS,5-10,198,23,Pittsburgh,16,16,30,1842
Mazzi Wilkins,37,RCB,6-0,191,25,South Florida,1,0,30,1843
Antoine Winfield,31,SS,5-10,205,22,Minnesota,16,16,30,1844
Tristan Wirfs,78,ROT,6-5,322,21,Iowa,16,16,30,1845
Eli Apple,41,RCB,6-1,201,25,Ohio State,2,0,5,1846
Alex Armah,40,FB,6-2,255,26,West Georgia,16,1,5,1847
Reggie Bonnafon,39,RB,6-0,215,24,Louisville,2,0,5,1848
Tre Boston,33,FS,6-1,207,28,North Carolina,16,16,5,1849
Teddy Bridgewater,5,QB,6-2,213,28,Louisville,15,15,5,1850
Derrick Brown,95,RDT-LDT,6-5,318,22,Auburn,16,15,5,1851
Brian Burns,53,LDE,6-5,249,22,Florida State,15,14,5,1852
Juston Burris,31,SS,6-0,212,27,North Carolina State,13,13,5,1853
Trenton Cannon,36,RB,5-11,185,26,Shepherd; Virginia State,14,0,5,1854
Jermaine Carter,56,MLB-SLB,6-1,225,25,Maryland,16,7,5,1855
Joseph Charlton,3,P,6-5,190,23,South Carolina,16,0,5,1856
Jeremy Chinn,21,SLB,6-3,212,22,Southern Illinois,15,14,5,1857
Robbie Chose [Anderson],11,WR,6-3,190,27,Temple,16,16,5,1858
Pharoh Cooper,14,WR,5-11,208,25,South Carolina,16,1,5,1859
Dennis Daley,65,ROG-LOT-LOG,6-6,324,24,Georgia Military JC; South Carolina,5,3,5,1860
Mike Davis,28,RB,5-9,217,27,South Carolina,15,12,5,1861
Rasul Douglas,24,RCB-LCB,6-2,209,25,Nassau CC; West Virginia,14,11,5,1862
Corn Elder,29,LCB,5-10,185,26,Miami (Florida),16,1,5,1863
Sam Franklin,42,SS,6-3,210,24,Temple,14,4,5,1864
Yetur Gross-Matos,97,RDE,6-5,264,22,Penn State,12,7,5,1865
Woodrow Hamilton,78,LDT,6-3,315,28,Mississippi,5,0,5,1866
Myles Hartsfield,38,FS,5-11,211,23,Mississippi,16,1,5,1867
Marquis Haynes,98,LDE,6-2,235,27,Mississippi,15,0,5,1868
Donte Jackson,26,LCB-RCB,5-10,180,25,Louisiana State,14,13,5,1869
Natrell Jamerson,30,FS,5-11,201,25,Wisconsin,4,0,5,1870
J.J. Jansen,44,LONG,6-2,250,34,Notre Dame,16,0,5,1871
Clay Johnston,47,LB,6-1,232,24,Baylor,2,0,5,1872
Matt Kaskey,63,OT,6-7,325,23,Dartmouth,1,0,5,1873
Zach Kerr,92,RDT-LDT,6-2,334,30,Maryland; Delaware,13,4,5,1874
Keith Kirkwood,18,WR,6-3,210,27,Hawaii; Temple,1,0,5,1875
Austin Larkin,96,LDE,6-2,258,25,Notre Dame; San Francisco CC; Purdue,9,0,5,1876
Tyler Larsen,69,C,6-4,328,29,Utah State,13,0,5,1877
Greg Little,74,LOT,6-6,325,23,Mississippi,10,3,5,1878
Chris Manhertz,82,TE,6-6,255,28,Canisius,16,12,5,1879
Christian McCaffrey,22,RB,5-11,205,24,Stanford,3,3,5,1880
Marken Michel,83/19,WR,5-11,195,27,Massachusetts,3,0,5,1881
John Miller,67,ROG,6-2,309,27,Louisville,14,14,5,1882
D.J. Moore,12,WR,6-0,210,23,Maryland,15,14,5,1883
Taylor Moton,72,ROT,6-5,325,26,Western Michigan,16,16,5,1884
Efe Obada,94,RDT-RDE,6-6,265,28,none,16,1,5,1885
Russell Okung,76,LOT,6-5,310,32,Oklahoma State,7,7,5,1886
Chris Orr,45,MLB,6-0,227,23,Wisconsin,3,0,5,1887
Matt Paradis,61,C,6-3,300,31,Boise State,16,16,5,1888
Troy Pride,25,LCB-RCB,5-11,194,22,Notre Dame,14,8,5,1889
Chris Reed,54,LOG,6-5,310,28,Minnesota State-Mankato,14,14,5,1890
Seth Roberts,15,WR,6-2,195,29,Pearl River CC; West Alabama,7,1,5,1891
Kenny Robinson,27,SS,6-2,198,21,West Virginia,9,0,5,1892
Bravvion Roy,93,LDT-RDT,6-1,333,24,Baylor,15,9,5,1893
Curtis Samuel,10,WR,5-11,195,24,Ohio State,15,5,5,1894
Michael Schofield,75,LOG-LOT-ROG,6-6,301,30,Michigan,11,3,5,1895
Trent Scott,68,LOT-ROT,6-5,320,26,Grambling State,14,4,5,1896
Kawann Short,99,LDT,6-3,313,31,Purdue,3,3,5,1897
Joey Slye,4,K,5-11,213,24,Virginia Tech,16,0,5,1898
Rodney Smith,35,RB,5-11,210,24,Minnesota,7,1,5,1899
Julian Stanford,50,WLB,6-1,230,30,Wagner,16,0,5,1900
Tommy Stevens,15,QB,6-5,235,24,Penn State; Mississippi State,1,0,5,1901
Adarius Taylor,57,LDE-MLB-WLB,6-1,230,30,Eastern Arizona JC; Florida Atlantic,13,2,5,1902
Sam Tecklenburg,71,C,6-4,310,23,Baylor,2,0,5,1903
Ian Thomas,80,TE,6-4,260,24,Nassau CC; Indiana,16,8,5,1904
Stantley Thomas-Oliver,23,RCB-LCB,6-2,184,22,Florida International,10,0,5,1905
Colin Thompson,86,TE,6-4,250,27,Florida; Temple,15,3,5,1906
Shaq Thompson,54,WLB,6-0,230,26,Washington,16,15,5,1907
P.J. Walker,6,QB,5-11,216,25,Temple,4,1,5,1908
Stephen Weatherly,91,RDE,6-5,265,26,Vanderbilt,9,9,5,1909
Tahir Whitehead,52,MLB-WLB,6-2,240,30,Temple,14,10,5,1910
Brandon Zylstra,16,WR,6-3,220,27,Concordia (Moorhead),16,2,5,1911
Delrick Abrams,42,LCB,603,185,23,Independence CC; Colorado,3,0,2,1912
Ricardo Allen,37,SS-FS-NB,5-9,186,29,Purdue,12,12,2,1913
Allen Bailey,93,LDE-RDT,6-3,288,31,Miami (Florida),16,4,2,1914
Christian Blake,13,WR,6-4,182,24,Northern Illinois,16,0,2,1915
Tony Brooks-James,36,RB,5-9,190,26,Oregon,1,0,2,1916
James Carpenter,77,LOG,6-5,321,31,Coffeyville CC; Alabama,13,13,2,1917
Jamal Carter,35,FS,6-1,215,26,Miami (Florida),1,0,2,1918
John Cominsky,50,RDT,6-5,275,25,Charleston,13,0,2,1919
Marlon Davidson,90,LDT,6-3,278,22,Auburn,8,0,2,1920
Tyeler Davison,97,RDT,6-2,309,28,Fresno State,16,15,2,1921
Darqueze Dennard,34,LCB-RCB,5-11,198,29,Michigan State,8,7,2,1922
Austin Edwards,95,DE,6-5,275,23,Ferris State,1,0,2,1923
Dante Fowler,56,RDE,6-3,251,26,Florida,14,13,2,1924
Elliott Fry,1,K,6-0,170,26,South Carolina,1,0,2,1925
Russell Gage,83,WR,6-0,184,24,Louisiana State,16,8,2,1926
Matt Gono,73,ROT-LOG-LOT,6-4,305,24,Wesley,16,4,2,1927
Jaeden Graham,87,TE,6-4,250,25,Yale,16,0,2,1928
T.J. Green,39,S,6-3,208,25,Clemson,1,0,2,1929
Todd Gurley,21,RB,6-1,226,26,Georgia,15,15,2,1930
Tyler Hall,44,RCB,5-10,190,22,Wyoming,9,0,2,1931
Charles Harris,92,LDE,6-3,250,25,Missouri,13,1,2,1932
Josh Harris,47,LONG,6-1,224,31,Auburn,16,0,2,1933
Jaylinn Hawkins,32,SS,6-2,210,23,California,15,2,2,1934
Matt Hennessy,61,C-LOG,6-4,295,23,Temple,14,2,2,1935
Brian Hill,23,RB,6-1,216,25,Wyoming,16,1,2,1936
Sterling Hofrichter,4,P,5-9,199,24,Syracuse,16,0,2,1937
Hayden Hurst,81,TE,6-4,245,27,South Carolina,16,9,2,1938
Grady Jarrett,97,LDT,6-0,298,27,Clemson,16,16,2,1939
Deion Jones,45,MLB,6-1,225,26,Louisiana State,16,16,2,1940
Julio Jones,11,WR,6-3,220,31,Alabama,9,9,2,1941
Damontae Kazee,27,FS,5-11,182,27,San Diego State,4,4,2,1942
Younghoe Koo,7,K,5-10,182,26,Georgia Southern,15,0,2,1943
Chris Lindstrom,63,ROG,6-4,310,23,Boston College,16,16,2,1944
Alex Mack,51,C,6-4,311,35,California,14,14,2,1945
Jake Matthews,70,LOT,6-5,306,28,Texas A&M,16,16,2,1946
Justin McCray,65,LOG-C,6-3,317,28,Central Florida,10,2,2,1947
Kaleb McGary,76,ROT,6-8,324,25,Washington,14,13,2,1948
Takkarist McKinley,98,LDE,6-2,240,25,Contra Costa JC; UCLA,4,4,2,1949
Steven Means,55,LDE-RDE,6-3,262,31,Buffalo,16,11,2,1950
Jordan Miller,28,RCB,6-1,181,23,Washington,1,0,2,1951
Keanu Neal,22,SS,6-0,214,25,Florida,15,14,2,1952
Sharrod Neasman,41,FS,6-0,198,29,Florida Atlantic,16,0,2,1953
Isaiah Oliver,26,RCB,6-1,195,24,Colorado,16,12,2,1954
Qadree Ollison,30,RB,6-2,225,24,Pittsburgh,3,0,2,1955
Foye Oluokun,54,SLB,6-2,215,25,Yale,15,14,2,1956
Brandon Powell,15,WR,5-8,181,24,Florida,15,1,2,1957
LaRoy Reynolds,59,MLB,6-2,242,30,Virginia,16,0,2,1958
Calvin Ridley,18,WR,6-1,190,26,Alabama,15,15,2,1959
Edmond Robinson,46,WLB,6-3,245,28,Newberry,13,0,2,1960
Chris Rowland,14,WR,5-8,170,23,Tennessee State,2,0,2,1961
Matt Ryan,2,QB,6-4,218,35,Boston College,16,16,2,1962
Matt Schaub,8,QB,6-5,237,39,Virginia,1,0,2,1963
Deadrin Senat,94,LDT,6-1,305,26,South Florida,5,0,2,1964
Kendall Sheffield,20,LCB,6-0,193,24,Alabama; Blinn JC; Ohio State,13,9,2,1965
Ito Smith,25,RB,5-9,195,25,Southern Mississippi,14,0,2,1966
Keith Smith,40,FB,6-0,238,28,San Jose State,16,7,2,1967
Luke Stocker,88,TE,6-6,253,32,Tennessee,16,13,2,1968
Pita Taumoepenu,52,LB,6-1,245,26,Utah,1,0,2,1969
A.J. Terrell,24,LCB-RCB,6-1,195,22,Clemson,14,12,2,1970
Laquon Treadwell,80,WR,6-2,215,25,Mississippi,5,0,2,1971
Jacob Tuioti-Mariner,91,RDE,6-2,285,24,UCLA,16,0,2,1972
Mykal Walker,43,WLB,6-3,230,23,Azusa Pacific; Fresno State,16,6,2,1973
John Wetzel,75,ROT,6-7,328,29,Boston College,4,0,2,1974
Blidi Wreh-Wilson,33,LCB,6-1,194,31,Connecticut,16,0,2,1975
Olamide Zaccheaus,17,WR,5-8,193,23,Virginia,11,2,2,1976
Jamal Adams,33,SS,6-1,213,25,Louisiana State,12,12,29,1977
Ugo Amadi,28,FS,5-10,201,23,Oregon,14,6,29,1978
Ray-Ray Armstrong,52,LB,6-3,225,29,Miami (Florida),2,0,29,1979
Cody Barton,57,LOLB-MLB,6-2,230,24,Utah,16,2,29,1980
Nick Bellore,44,FB,6-1,250,31,Central Michigan,16,0,29,1981
Marquise Blair,27,FS,6-2,195,23,Dodge City CC; Utah,2,0,29,1982
Alex Boone,78,OT,6-7,319,33,Ohio State,1,0,29,1983
Jordyn Brooks,56,LOLB-ROLB-MLB,6-1,245,23,Texas Tech,14,6,29,1984
Duane Brown,76,LOT,6-4,315,35,Virginia Tech,16,16,29,1985
Jonathan Bullard,93,LDE,6-2,296,27,Florida,6,0,29,1986
Ben Burr-Kirven,55,ROLB,6-0,221,23,Washington,16,0,29,1987
Chris Carson,32,RB,5-11,220,26,Butler CC; Oklahoma State,12,12,29,1988
L.J. Collier,91,LDE,6-4,276,25,Texas Christian,16,16,29,1989
Alex Collins,41,RB,5-10,212,26,Arkansas,3,1,29,1990
DeeJay Dallas,31,RB,5-10,214,22,Miami (Florida),12,2,29,1991
Michael Dickson,4,P,6-2,208,24,Texas,16,0,29,1992
Quandre Diggs,37,FS,5-9,199,27,Texas,16,16,29,1993
Will Dissly,89,TE,6-4,265,24,Washington,16,14,29,1994
Quinton Dunbar,22,RCB-LCB,6-2,199,28,Florida,6,6,29,1995
Carlos Dunlap,43,RDE,6-6,281,31,Florida,8,6,29,1996
B.J. Finney,67,C,6-4,318,29,Kansas State,6,0,29,1997
Tre Flowers,21,RCB-LCB,6-3,200,25,Oklahoma State,12,7,29,1998
Poona Ford,97,NT,5-11,310,25,Texas,16,16,29,1999
Kyle Fuller,61,C,6-5,312,26,Baylor,9,1,29,2000
Rasheem Green,94,LDE,6-4,279,23,Southern California,10,0,29,2001
Shaquem Griffin,49,LOLB,6-0,227,25,Central Florida,14,0,29,2002
Shaquill Griffin,26,LCB,6-0,198,25,Central Florida,12,12,29,2003
Damon Harrison,78,NT,6-3,350,32,William Penn,6,0,29,2004
Penny Hart,19,WR,5-8,180,24,Georgia State,14,0,29,2005
Phil Haynes,60,LOG,6-4,310,25,Wake Forest,2,0,29,2006
Lano Hill,42,SS,6-1,216,25,Michigan,2,0,29,2007
Jacob Hollister,86,TE,6-4,242,27,Arizona; Arizona Western JC; Wyoming,16,5,29,2008
Travis Homer,25,RB,5-11,205,22,Miami (Florida),9,0,29,2009
Carlos Hyde,30,RB,6-0,235,30,Ohio State,10,1,29,2010
Bruce Irvin,51,LOLB,6-3,250,33,Butler CC; Mount San Antonio JC; West Virginia,2,2,29,2011
Mike Iupati,70,LOG,6-5,331,33,Idaho,10,10,29,2012
Jamarco Jones,73,ROG-ROT-LOT,6-4,293,24,Ohio State,11,3,29,2013
Damien Lewis,68,ROG-C,6-3,332,23,Northwest Mississippi CC; Louisiana State,16,16,29,2014
Tyler Lockett,16,WR,5-10,184,28,Kansas State,16,16,29,2015
Benson Mayowa,95,RDE,6-3,256,29,Idaho,13,9,29,2016
D.K. Metcalf,14,WR,6-4,230,23,Mississippi,16,16,29,2017
Bryan Mone,92,DT-NT,6-4,345,25,Michigan,10,0,29,2018
Damontre Moore,99,RDE-LDE,6-5,253,28,Texas A&M,10,0,29,2019
David Moore,83,WR,6-0,217,25,East Central,16,6,29,2020
Jason Myers,5,K,5-10,192,29,Marist,16,0,29,2021
Ryan Neal,35,SS,6-3,200,25,Southern Illinois,13,4,29,2022
Cedric Ogbuehi,74,ROT-LOT,6-5,309,28,Texas A&M,8,4,29,2023
Greg Olsen,88,TE,6-5,254,35,Miami (Florida),10,8,29,2024
Tyler Ott,79,LONG,6-3,253,28,Harvard,16,0,29,2025
Colby Parkinson,84,TE,6-7,251,21,Stanford,6,0,29,2026
Rashaad Penny,20,RB,5-11,220,24,San Diego State,3,0,29,2027
Ethan Pocic,77,C,6-6,314,25,Louisiana State,14,14,29,2028
Damarious Randall,36,FS,5-11,196,28,Butler CC; Mesa CC; Arizona State,10,0,29,2029
D.J. Reed,29,RCB-LCB,5-9,188,24,Fresno State; Cerritos JC; Kansas State,10,8,29,2030
Jarran Reed,90,DT,6-3,308,28,East Mississippi CC; Alabama,16,16,29,2031
Alton Robinson,98,RDE,6-4,260,22,Northeastern Oklahoma A&M JC; Syracuse,14,1,29,2032
Anthony Rush,63,NT,6-5,350,24,Northeast Mississippi CC; Alabama-Birmingham,4,0,29,2033
Bo Scarbrough,40,RB,6-1,235,24,Alabama,1,0,29,2034
Brandon Shell,72,ROT,6-5,324,28,South Carolina,11,11,29,2035
Jordan Simmons,66,LOG,6-4,339,26,Southern California,14,6,29,2036
Geno Smith,7,QB,6-3,219,30,West Virginia,1,0,29,2037
Jayson Stanley,39,RCB,6-2,207,23,Georgia,9,0,29,2038
Linden Stephens,34,RCB-LCB,6-0,193,25,Cincinnati,13,0,29,2039
Stephen Sullivan,48,TE,6-5,242,24,Louisiana State,1,0,29,2040
Freddie Swain,18,WR,6-0,199,22,Florida,16,1,29,2041
Neiko Thorpe,23,LCB,6-2,204,30,Auburn,3,0,29,2042
Bobby Wagner,54,MLB,6-0,243,30,Utah State,16,16,29,2043
D'Andre Walker,59,LOLB,6-3,245,23,Georgia,1,0,29,2044
Chad Wheeler,75,LOT-ROT,6-7,312,26,Southern California,5,0,29,2045
Luke Willson,82,TE,6-5,252,30,Rice,5,0,29,2046
Russell Wilson,3,QB,5-11,215,32,North Carolina State; Wisconsin,16,16,29,2047
K.J. Wright,50,ROLB,6-4,246,31,Mississippi State,16,16,29,2048
Cam Akers,23,RB,5-11,216,21,Florida State,13,5,19,2049
Tremayne Anchrum,72,LOT,6-2,315,22,Clemson,12,0,19,2050
Austin Blythe,66,C,6-3,299,28,Iowa,16,16,19,2051
Michael Brockers,90,DE,6-5,318,30,Louisiana State,15,15,19,2052
Malcolm Brown,34,RB,5-11,224,27,Texas,16,0,19,2053
Terrell Burgess,26,SS,6-0,198,22,Utah,7,0,19,2054
Raymond Calais,30,RB,5-9,185,22,Louisiana-Lafayette,4,0,19,2055
Marquise Copeland,93,DT,6-2,287,23,Cincinnati,1,0,19,2056
Austin Corbett,63,ROG,6-4,306,25,Nevada-Reno,16,16,19,2057
Aaron Donald,99,DT,6-1,283,29,Pittsburgh,16,16,19,2058
Samson Ebukam,50,LOLB,6-3,242,25,Eastern Washington,16,15,19,2059
David Edwards,73,LOG-ROG,6-7,315,23,Wisconsin,16,14,19,2060
Bobby Evans,71,ROT,6-5,301,23,Oklahoma,5,0,19,2061
Gerald Everett,81,TE,6-3,242,26,Hutchinson CC; Alabama-Birmingham; South Alabama,16,7,19,2062
Leonard Floyd,54,ROLB,6-4,238,28,Georgia,16,16,19,2063
Kai Forbath,2,K,5-11,197,33,UCLA,2,0,19,2064
Morgan Fox,97,DE,6-3,269,26,Colorado State-Pueblo,16,2,19,2065
Jordan Fuller,32,SS,6-2,205,22,Ohio State,12,12,19,2066
Greg Gaines,91,NT,6-2,316,24,Washington,16,0,19,2067
Matt Gay,1,K,6-0,230,26,Utah Valley State JC; Utah,7,0,19,2068
Jake Gervase,39,S,6-1,212,25,Iowa,1,0,19,2069
Jared Goff,16,QB,6-4,220,26,California,15,15,19,2070
Rob Havenstein,79,ROT,6-8,325,28,Wisconsin,16,16,19,2071
Johnny Hekker,6,P,6-5,236,30,Oregon State,16,0,19,2072
Darrell Henderson,27,RB,5-9,200,23,Memphis,15,11,19,2073
Tyler Higbee,89,TE,6-6,254,27,Western Kentucky,15,15,19,2074
Troy Hill,22,LCB,5-11,182,29,Oregon,16,16,19,2075
Justin Hollins,58,LILB,6-5,242,24,Oregon,16,0,19,2076
Brycen Hopkins,88,TE,6-5,245,23,Purdue,5,0,19,2077
JuJu Hughes,46,SS-FS,5-11,188,22,Fresno State,12,0,19,2078
Van Jefferson,12,WR,6-2,197,24,Mississippi; Florida,16,0,19,2079
John Johnson,43,FS,6-0,207,25,Boston College,16,16,19,2080
Xavier Jones,36,RB,5-11,208,23,Southern Methodist,13,0,19,2081
Sebastian Joseph-Day,69,NT,6-4,310,25,Rutgers,16,16,19,2082
Micah Kiser,59,LILB,6-0,244,25,Virginia,9,9,19,2083
Cooper Kupp,10,WR,6-2,206,27,Eastern Washington,15,12,19,2084
Terrell Lewis,52,ROLB-LOLB,6-5,252,22,Alabama,8,0,19,2085
David Long,25,RCB,5-11,198,22,Michigan,16,1,19,2086
Jake McQuaide,44,LONG,6-2,240,33,Ohio State,16,0,19,2087
Derrick Moncrief,47,LB,6-2,220,27,Mississippi Gulf Coast CC; Auburn; Oklahoma State,1,0,19,2088
Johnny Mundt,82,TE,6-4,233,26,Oregon,16,1,19,2089
Joe Noteboom,70,LOT-LOG,6-5,321,25,Texas Christian,10,9,19,2090
Obo Okoronkwo,45,LOLB-ROLB,6-2,253,25,Oklahoma,9,0,19,2091
Natrez Patrick,57,LOLB,6-3,242,23,Georgia,13,0,19,2092
Jachai Polite,95,ROLB,6-2,242,22,Florida,11,0,19,2093
Jalen Ramsey,20,RCB,6-1,209,26,Florida State,15,15,19,2094
Taylor Rapp,24,SS-FS,6-0,200,23,Washington,9,5,19,2095
J.R. Reed,36,SS,6-1,194,24,Tulsa; Georgia,7,0,19,2096
Troy Reeder,51,LILB-RILB,6-3,245,26,Penn State; Delaware,16,7,19,2097
Josh Reynolds,11,WR,6-3,194,25,Tyler JC; Texas A&M,16,13,19,2098
Derek Rivers,49,ROLB,6-5,250,26,Youngstown State,5,0,19,2099
A'Shawn Robinson,94,DT,6-4,321,25,Alabama,8,0,19,2100
Nick Scott,33,FS,5-11,200,25,Penn State,15,0,19,2101
Coleman Shelton,65,ROG-LOG,6-4,299,25,Washington,15,0,19,2102
Sam Sloman,1,K,5-8,205,23,Miami (Ohio),7,0,19,2103
Nsimba Webster,14,WR,5-10,180,24,Eastern Washington,16,0,19,2104
Andrew Whitworth,77,LOT,6-7,333,39,Louisiana State,9,9,19,2105
Darious Williams,31,LCB,5-9,187,27,Alabama-Birmingham,16,10,19,2106
John Wolford,9,QB,6-1,199,25,Wake Forest,1,1,19,2107
Robert Woods,17,WR,6-0,191,28,Southern California,16,16,19,2108
Kenny Young,41,RILB-LILB,6-1,235,26,UCLA,16,6,19,2109
Zach Allen,94,LDE,6-5,285,23,Boston College,13,7,1,2110
Dan Arnold,85,TE,6-6,220,25,Wisconsin-Platteville,16,5,1,2111
Budda Baker,32,FS,5-10,195,24,Washington,15,15,1,2112
Chris Banjo,31,SS-FS,5-10,206,30,Southern Methodist,13,4,1,2113
De'Vante Bausby,25,RCB,6-2,180,27,Pittsburg State,1,0,1,2114
Evan Baylis,89,TE,6-5,250,27,Oregon,5,1,1,2115
Kelvin Beachum,68,ROT,6-3,306,31,Southern Methodist,16,16,1,2116
Angelo Blackson,96,RDE-NT-LDE,6-4,320,28,Auburn,16,9,1,2117
Aaron Brewer,46,LONG,6-5,225,30,San Diego State,16,0,1,2118
De'Vondre Campbell,59,LILB,6-4,234,27,Hutchinson CC; Minnesota,16,16,1,2119
Mason Cole,52,C,6-5,307,24,Michigan,14,14,1,2120
Trevon Coley,93,RDE-DT,6-1,310,26,Florida Atlantic,6,2,1,2121
Darrell Daniels,81,TE,6-3,246,26,Washington,12,8,1,2122
Seth DeValve,86,TE,6-3,245,27,Princeton,4,0,1,2123
Michael Dogbe,91,DE,6-3,280,24,Temple,3,0,1,2124
Kenyan Drake,41,RB,6-1,213,26,Alabama,15,13,1,2125
Chase Edmonds,29,RB,5-9,205,24,Fordham,16,2,1,2126
Kylie Fitts,49,ROLB-LOLB,6-4,260,26,Utah,13,1,1,2127
Larry Fitzgerald,11,WR,6-3,222,37,Pittsburgh,13,13,1,2128
D.J. Foster,37,RB,6-0,195,27,Arizona State,11,0,1,2129
Leki Fotu,95,LDE-RDE-NT,6-5,335,22,Utah,11,0,1,2130
Lamont Gaillard,53,C,6-2,308,24,Georgia,13,2,1,2131
Max Garcia,73,LOG-ROG-C,6-4,309,29,Maryland; Florida,14,0,1,2132
Dennis Gardeck,45,ROLB-LOLB,6-0,242,26,West Virginia State; Sioux Falls,14,0,1,2133
Markus Golden,44,ROLB,6-3,260,29,Hutchinson CC; Missouri,9,8,1,2134
Zane Gonzalez,5,K,6-0,202,25,Arizona State,12,0,1,2135
Jordan Hicks,58,RILB,6-1,236,28,Texas,16,16,1,2136
DeAndre Hopkins,10,WR,6-1,214,28,Clemson,16,16,1,2137
D.J. Humphries,74,LOT,6-5,307,27,Florida,16,16,1,2138
Isaiah Irving,54,LOLB,6-3,254,26,San Jose State,1,0,1,2139
Andy Isabella,17,WR,5-10,195,24,Massachusetts,13,2,1,2140
KeeSean Johnson,19,WR,6-2,199,24,Fresno State,8,1,1,2141
Chandler Jones,55,LOLB,6-5,265,30,Syracuse,5,5,1,2142
Josh Jones,79,LOT-ROT,6-7,310,23,Houston,13,0,1,2143
Johnathan Joseph,25,LCB,5-11,190,36,Coffeyville CC; South Carolina,4,0,1,2144
Devon Kennard,42,ROLB,6-4,253,29,Southern California,14,4,1,2145
Christian Kirk,13,WR,5-11,200,24,Texas A&M,14,10,1,2146
Dre Kirkpatrick,20,RCB,6-2,187,31,Alabama,14,11,1,2147
Rashard Lawrence,92,NT,6-2,308,22,Louisiana State,9,1,1,2148
Andy Lee,4,P,6-1,188,38,Pittsburgh,16,0,1,2149
Josh Mauro,69,LDE,6-6,284,29,Stanford,3,1,1,2150
Stacy McGee,65,DT-LDE,6-3,322,30,Oklahoma,2,1,1,2151
Byron Murphy,33,RCB,5-11,182,22,Washington,15,7,1,2152
Justin Murray,71,ROG-ROT,6-5,304,27,Cincinnati,14,7,1,2153
Kyler Murray,1,QB,5-10,195,23,Texas A&M Oklahoma,16,16,1,2154
Mike Nugent,2,K,5-10,186,38,Ohio State,4,0,1,2155
Domata Peko,90,NT-RDE,6-3,322,36,Canyons JC; Michigan State,6,5,1,2156
Corey Peters,98,NT,6-3,303,32,Kentucky,9,9,1,2157
Kevin Peterson,27,RCB-LCB,5-11,180,26,Oklahoma State,12,1,1,2158
Patrick Peterson,21,LCB,6-1,203,30,Louisiana State,16,16,1,2159
Jordan Phillips,97,RDE-LDE,6-6,335,28,Oklahoma,9,9,1,2160
Justin Pugh,76,LOG,6-4,307,30,Syracuse,15,15,1,2161
Haason Reddick,43,LOLB-ROLB,6-1,235,26,Temple,16,11,1,2162
Curtis Riley,35,SS,6-0,194,28,Mars Hill; Fullerton JC; Fresno State,3,1,1,2163
