Player,No,Pos,Ht,Wt,Age,College,GP,GS,Team,Round,Overall,player_id
Joel Iyiegbuniwe,45.0,LILB-RILB,6-1,230,26.0,Western Kentucky,4.0,0.0,6,,,1683
Eddie Jackson,4.0,FS,6-0,202,29.0,Alabama,16.0,16.0,6,,,1684
Jesse James,18.0,TE,6-7,261,27.0,Penn State,14.0,9.0,6,,,1685
Teven Jenkins,76.0,LOT,6-6,320,23.0,Oklahoma State,6.0,2.0,6,,,1686
Caleb Johnson,92.0,LILB-RILB,6-2,220,23.0,Houston Baptist,14.0,0.0,6,,,1687
Jaylon Johnson,33.0,LCB-RCB,6-0,195,22.0,Utah,15.0,15.0,6,,,1688
Christian Jones,57.0,LOLB-RILB-LILB,6-3,247,30.0,Florida State,17.0,1.0,6,,,1689
Michael Joseph,31.0,CB,6-1,187,26.0,Dubuque,1.0,0.0,6,,,1690
Sam Kamara,55.0,ROLB,6-2,275,24.0,Stony Brook,8.0,0.0,6,,,1691
BoPete Keyes,39.0,CB,6-1,200,24.0,Tulane,1.0,0.0,6,,,1692
Cole Kmet,85.0,TE,6-5,250,22.0,Notre Dame,17.0,17.0,6,,,1693
LaCale London,63.0,DT,6-5,280,24.0,Iowa Central CC; Western Illinois,1.0,0.0,6,,,1694
Khalil Mack,52.0,LOLB,6-3,251,31.0,Buffalo,7.0,7.0,6,,,1695
Ledarius Mack,43.0,ROLB,6-1,240,25.0,ASA JC; Buffalo,3.0,0.0,6,,,1696
Cassius Marsh,59.0,LOLB,6-4,248,29.0,UCLA,4.0,0.0,6,,,1697
David Montgomery,32.0,HB,5-11,216,24.0,Iowa State,13.0,13.0,6,,,1698
Darnell Mooney,11.0,WR,5-11,175,24.0,Tulane,17.0,14.0,6,,,1699
Sam Mustipher,67.0,C,6-3,306,25.0,Notre Dame,16.0,16.0,6,,,1700
Ryan Nall,35.0,RB,6-2,232,26.0,Oregon State,9.0,0.0,6,,,1701
Dazz Newsome,83.0,WR,5-11,190,22.0,North Carolina,3.0,1.0,6,,,1702
Bilal Nichols,98.0,DE,6-4,290,25.0,Delaware,17.0,17.0,6,,,1703
Pat O'Donnell,16.0,P,6-4,219,30.0,Cincinnati; Miami (Florida),17.0,0.0,6,,,1704
Alec Ogletree,44.0,LILB,6-2,245,30.0,Georgia,17.0,17.0,6,,,1705
Jason Peters,71.0,LOT,6-4,333,39.0,Arkansas,15.0,15.0,6,,,1706
Artavis Pierce,31.0,RB,5-11,208,25.0,Oregon State,1.0,0.0,6,,,1707
Robert Quinn,94.0,ROLB,6-4,264,31.0,North Carolina,16.0,16.0,6,,,1708
Allen Robinson,12.0,WR,6-2,213,28.0,Penn State,12.0,11.0,6,,,1709
Cairo Santos,2.0,K,5-8,160,30.0,Tulane,17.0,0.0,6,,,1710
Patrick Scales,48.0,LONG,6-3,242,33.0,Utah State,17.0,0.0,6,,,1711
Duke Shelley,20.0,RCB,5-9,180,25.0,Kansas State,10.0,4.0,6,,,1712
Lachavious Simmons,73.0,ROT,6-5,290,25.0,Tennessee State,2.0,1.0,6,,,1713
Roquan Smith,58.0,RILB,6-1,236,24.0,Georgia,17.0,17.0,6,,,1714
Charles Snowden,49.0,LB,6-7,240,23.0,Virginia,2.0,0.0,6,,,1715
Damion Square,79.0,DT,6-2,293,32.0,Alabama,1.0,0.0,6,,,1716
Teez Tabor,37.0,FS,6-0,201,26.0,Florida,6.0,1.0,6,,,1717
Khyiris Tonga,95.0,NT-FB,6-4,321,25.0,Brigham Young,17.0,2.0,6,,,1718
Danny Trevathan,6.0,LILB,6-1,239,31.0,Kentucky,5.0,1.0,6,,,1719
Kindle Vildor,22.0,RCB,5-11,190,24.0,Georgia Southern,17.0,12.0,6,,,1720
Dee Virgin,30.0,CB,5-9,205,28.0,Tennessee-Chattanooga; West Alabama,2.0,0.0,6,,,1721
Nsimba Webster,15.0,WR,5-10,180,25.0,Eastern Washington,6.0,0.0,6,,,1722
Cody Whitehair,65.0,LOG,6-4,307,29.0,Kansas State,17.0,17.0,6,,,1723
Elijah Wilkinson,70.0,ROT,6-6,329,26.0,Massachusetts,12.0,1.0,6,,,1724
Damien Williams,8.0,RB,5-11,225,29.0,Arizona Western JC; Oklahoma,13.0,1.0,6,,,1725
Josh Woods,55.0,LB,6-1,204,25.0,Maryland,1.0,0.0,6,,,1726
Geronimo Allison,13.0,WR,6-3,202,27.0,Iowa Western CC; Illinois,3.0,1.0,11,,,1727
Alex Anzalone,34.0,LILB,6-3,241,27.0,Florida,14.0,14.0,11,,,1728
Corey Ballentine,36.0,LCB,6-0,204,25.0,Washburn,4.0,0.0,11,,,1729
Derrick Barnes,55.0,RILB-LILB,6-1,245,22.0,Purdue,17.0,6.0,11,,,1730
Tavante Beckett,59.0,LB,5-10,214,24.0,Virginia Tech; Marshall,4.0,0.0,11,,,1731
Trinity Benson,17.0,WR,6-0,180,24.0,East Central,8.0,2.0,11,,,1732
Rashod Berry,43.0,LOLB,6-4,255,25.0,Ohio State,5.0,0.0,11,,,1733
David Blough,10.0,QB,6-1,205,26.0,Purdue,1.0,0.0,11,,,1734
Curtis Bolton,49.0,RILB,6-0,228,26.0,Oklahoma,5.0,0.0,11,,,1735
Tim Boyle,12.0,QB,6-4,232,27.0,Connecticut; Eastern Kentucky,5.0,3.0,11,,,1736
Brady Breeze,15.0,SS,6-0,195,24.0,Oregon,4.0,0.0,11,,,1737
Michael Brockers,91.0,LDE,6-5,318,31.0,Louisiana State,16.0,16.0,11,,,1738
Evan Brown,63.0,C,6-2,305,25.0,Southern Methodist,15.0,11.0,11,,,1739
Austin Bryant,2.0,LOLB-ROLB,6-6,280,25.0,Clemson,14.0,5.0,11,,,1740
Jason Cabinda,45.0,RB,6-1,243,25.0,Penn State,14.0,4.0,11,,,1741
Quintez Cephus,87.0,WR,6-1,207,23.0,Wisconsin,5.0,3.0,11,,,1742
Jamie Collins,8.0,RILB,6-3,250,31.0,Southern Mississippi,2.0,2.0,11,,,1743
Jashon Cornell,96.0,LDE,6-3,285,25.0,Ohio State,1.0,0.0,11,,,1744
Scott Daly,47.0,LONG,6-1,250,27.0,Notre Dame,17.0,0.0,11,,,1745
Taylor Decker,68.0,LOT,6-7,311,28.0,Ohio State,9.0,9.0,11,,,1746
Parker Ehinger,65.0,OG,6-6,310,29.0,Cincinnati,2.0,0.0,11,,,1747
Jalen Elliott,42.0,FS,6-0,210,23.0,Notre Dame,8.0,1.0,11,,,1748
Darren Fells,80.0,TE,6-7,277,35.0,UC Irvine,7.0,5.0,11,,,1749
Trey Flowers,90.0,LOLB,6-2,265,28.0,Arkansas,7.0,7.0,11,,,1750
Jack Fox,3.0,P,6-2,224,25.0,Rice,17.0,0.0,11,,,1751
Mark Gilbert,40.0,LCB,6-1,190,24.0,Duke,8.0,0.0,11,,,1752
Jared Goff,16.0,QB,6-4,220,27.0,California,14.0,14.0,11,,,1753
Da'Shawn Hand,93.0,LDE,6-3,297,26.0,Alabama,3.0,0.0,11,,,1754
Charles Harris,53.0,ROLB-LOLB,6-3,250,26.0,Missouri,17.0,14.0,11,,,1755
Will Harris,25.0,SS,6-2,210,23.0,Boston College,17.0,17.0,11,,,1756
Bruce Hector,76.0,DE,6-2,296,27.0,South Florida,3.0,0.0,11,,,1757
T.J. Hockenson,88.0,TE,6-5,250,24.0,Iowa,12.0,12.0,11,,,1758
KhaDarel Hodge,18.0,WR,6-2,205,26.0,Hinds CC; Prairie View A&M,16.0,1.0,11,,,1759
Will Holden,69.0,ROT-TE,6-7,312,28.0,Vanderbilt,14.0,1.0,11,,,1760
Godwin Igwebuike,35.0,RB,6-0,212,27.0,Northwestern,17.0,1.0,11,,,1761
Jonah Jackson,73.0,LOG,6-4,305,24.0,Rutgers; Ohio State,16.0,16.0,11,,,1762
Jerry Jacobs,39.0,LCB,5-11,203,24.0,Hutchinson CC; Arkansas State; Arkansas,13.0,9.0,11,,,1763
Jermar Jefferson,28.0,RB,5-10,200,21.0,Oregon State,7.0,0.0,11,,,1764
Tom Kennedy,85.0,WR,5-11,190,25.0,Bryant,12.0,0.0,11,,,1765
Tommy Kraemer,78.0,ROG-LOG,6-6,317,23.0,Notre Dame,9.0,3.0,11,,,1766
Jessie Lemonier,52.0,LOLB-ROLB,6-3,240,23.0,Ventura JC; Liberty,7.0,2.0,11,,,1767
Dean Marlowe,31.0,SS-RCB,6-1,207,29.0,James Madison,16.0,9.0,11,,,1768
Ryan McCollum,74.0,C,6-5,300,23.0,Texas A&M,13.0,1.0,11,,,1769
Alim McNeill,54.0,NT,6-2,320,21.0,North Carolina State,17.0,6.0,11,,,1770
Ifeatu Melifonwu,26.0,LCB,6-3,213,22.0,Syracuse,6.0,4.0,11,,,1771
C.J. Moore,38.0,FS-SS,5-11,195,26.0,Mississippi,17.0,1.0,11,,,1772
Parnell Motley,29.0,CB,6-0,184,24.0,Oklahoma,1.0,0.0,11,,,1773
Matt Nelson,67.0,ROT-LOT-TE,6-8,295,26.0,Iowa,13.0,11.0,11,,,1774
Jeff Okudah,23.0,LCB,6-1,200,22.0,Ohio State,1.0,1.0,11,,,1775
Julian Okwara,99.0,LOLB-ROLB,6-4,248,24.0,Notre Dame,13.0,1.0,11,,,1776
Romeo Okwara,95.0,ROLB,6-4,270,26.0,Notre Dame,4.0,4.0,11,,,1777
Levi Onwuzurike,75.0,RDE,6-3,293,23.0,Washington,16.0,0.0,11,,,1778
Amani Oruwariye,24.0,RCB,6-1,203,25.0,Penn State,14.0,14.0,11,,,1779
A.J. Parker,41.0,RCB,5-11,178,23.0,Kansas State,13.0,7.0,11,,,1780
Riley Patterson,6.0,K,6-0,190,23.0,Memphis,7.0,0.0,11,,,1781
John Penisini,98.0,NT,6-2,333,24.0,Snow JC; Utah,16.0,0.0,11,,,1782
Jared Pinkney,80.0,TE,6-4,260,24.0,Vanderbilt,2.0,1.0,11,,,1783
Anthony Pittman,57.0,LILB-RILB,6-3,224,25.0,Wayne State (Michigan),17.0,1.0,11,,,1784
Bobby Price,27.0,LCB-RCB,6-4,205,23.0,Norfolk State,15.0,2.0,11,,,1785
Frank Ragnow,7.0,C,6-5,308,25.0,Arkansas,4.0,4.0,11,,,1786
Kalif Raymond,11.0,WR,5-9,160,27.0,Holy Cross,16.0,14.0,11,,,1787
Jalen Reeves-Maybin,44.0,RILB,6-0,230,26.0,Tennessee,15.0,11.0,11,,,1788
Craig Reynolds,46.0,RB,5-11,215,25.0,Kutztown,5.0,2.0,11,,,1789
Josh Reynolds,8.0,WR,6-3,194,26.0,Tyler JC; Texas A&M,7.0,5.0,11,,,1790
Nickell Robey-Coleman,1.0,CB,5-8,170,29.0,Southern California,1.0,0.0,11,,,1791
Aldrick Rosas,5.0,K,6-3,227,27.0,Southern Oregon,1.0,0.0,11,,,1792
Amon-Ra St. Brown,14.0,WR,6-1,195,22.0,Southern California,17.0,9.0,11,,,1793
Ryan Santoso,5.0,K,6-5,258,26.0,Minnesota,3.0,0.0,11,,,1794
Austin Seibert,4.0,K,5-9,214,25.0,Oklahoma,6.0,0.0,11,,,1795
Penei Sewell,58.0,LOT-ROT,6-6,325,21.0,Oregon,16.0,16.0,11,,,1796
Dan Skipper,70.0,OT,6-9,317,27.0,Arkansas,1.0,0.0,11,,,1797
Saivion Smith,19.0,LCB,6-1,1999,24.0,Louisiana State; Mississippi Gulf Coast CC; Alabama,2.0,0.0,11,,,1798
Logan Stenberg,71.0,ROG,6-6,322,24.0,Kentucky,7.0,0.0,11,,,1799
Kevin Strong,92.0,LDE,6-4,285,25.0,Texas-San Antonio,1.0,0.0,11,,,1800
D'Andre Swift,32.0,RB,5-9,215,22.0,Georgia,13.0,4.0,11,,,1801
Ross Travis,48.0,TE,6-7,235,28.0,Penn State,1.0,1.0,11,,,1802
Halapoulivaati Vaitai,72.0,ROG,6-6,320,28.0,Texas Christian,15.0,15.0,11,,,1803
Tracy Walker,21.0,FS,6-1,206,26.0,Louisiana-Lafayette,15.0,15.0,11,,,1804
Jamaal Williams,30.0,RB,6-0,213,26.0,Brigham Young,14.0,12.0,11,,,1805
Nick Williams,95.0,RDE,6-4,309,31.0,Samford,17.0,17.0,11,,,1806
Tyrell Williams,6.0,WR,6-4,205,29.0,Western Oregon,1.0,1.0,11,,,1807
Josh Woods,51.0,RILB-LILB,6-1,204,25.0,Maryland,12.0,1.0,11,,,1808
Daryl Worley,33.0,RCB,6-1,205,26.0,West Virginia,3.0,0.0,11,,,1809
Brock Wright,89.0,TE,6-4,255,23.0,Notre Dame,10.0,5.0,11,,,1810
Shane Zylstra,84.0,TE,6-5,215,25.0,Minnesota State,3.0,0.0,11,,,1811
Andrew Adams,26.0,FS-SS,5-11,204,29.0,Connecticut,15.0,3.0,30,,,1812
Kenjon Barner,38.0,RB,5-9,195,32.0,Oregon,3.0,0.0,30,,,1813
Shaquil Barrett,58.0,ROLB,6-2,250,29.0,Nebraska-Omaha; Colorado State,15.0,15.0,30,,,1814
Le'Veon Bell,6.0,RB,6-1,225,29.0,Michigan State,3.0,0.0,30,,,1815
Giovani Bernard,25.0,RB,5-9,206,30.0,North Carolina,12.0,0.0,30,,,1816
Tom Brady,12.0,QB,6-4,223,44.0,Michigan,17.0,17.0,30,,,1817
Cameron Brate,84.0,TE,6-5,242,30.0,Harvard,17.0,3.0,30,,,1818
K.J. Britt,52.0,RILB,6-0,243,23.0,Auburn,17.0,0.0,30,,,1819
Antonio Brown,81.0,WR,5-10,184,33.0,Central Michigan,7.0,3.0,30,,,1820
Alex Cappa,65.0,ROG,6-6,305,26.0,Cal Poly (Humboldt),17.0,17.0,30,,,1821
Ross Cockrell,43.0,RCB-LCB,6-0,191,30.0,Duke,17.0,4.0,30,,,1822
Jaelon Darden,1.0,WR,5-9,174,22.0,North Texas,9.0,0.0,30,,,1823
Lavonte David,54.0,RILB,6-1,233,31.0,Fort Scott CC; Nebraska,12.0,12.0,30,,,1824
Carlton Davis,24.0,LCB-RCB,6-1,206,25.0,Auburn,9.0,9.0,30,,,1825
Jamel Dean,35.0,RCB-LCB,6-2,208,25.0,Auburn,15.0,11.0,30,,,1826
Dee Delaney,30.0,LCB-RCB,5-11,200,26.0,The Citadel; Miami (Florida),15.0,2.0,30,,,1827
Pierre Desir,29.0,LCB,6-1,200,31.0,Washburn; Lindenwood,12.0,2.0,30,,,1828
Mike Edwards,32.0,SS-FS,6-0,200,25.0,Kentucky,14.0,4.0,30,,,1829
Mike Evans,13.0,WR,6-5,232,28.0,Texas A&M,16.0,16.0,30,,,1830
Darren Fells,88.0,TE,6-7,277,35.0,UC Irvine,2.0,0.0,30,,,1831
Leonard Fournette,7.0,RB,6-0,228,26.0,Louisiana State,14.0,13.0,30,,,1832
Blaine Gabbert,11.0,QB,6-4,235,32.0,Missouri,6.0,0.0,30,,,1833
William Gholston,92.0,RDE,6-6,280,30.0,Michigan State,17.0,10.0,30,,,1834
Cam Gill,49.0,LOLB,6-3,240,24.0,Wagner,13.0,0.0,30,,,1835
Chris Godwin,14.0,WR,6-1,209,25.0,Penn State,14.0,14.0,30,,,1836
Cyril Grayson,15.0,WR,5-9,183,28.0,Louisiana State,5.0,3.0,30,,,1837
Rob Gronkowski,87.0,TE,6-6,265,32.0,Arizona,12.0,12.0,30,,,1838
Robert Hainsey,70.0,C,6-4,290,23.0,Notre Dame,9.0,0.0,30,,,1839
Sterling Hofrichter,19.0,P,5-9,199,25.0,Syracuse,2.0,0.0,30,,,1840
O.J. Howard,80.0,TE,6-6,251,27.0,Alabama,17.0,9.0,30,,,1841
Ryan Jensen,66.0,C,6-4,313,30.0,Colorado State-Pueblo,17.0,17.0,30,,,1842
Tyler Johnson,18.0,WR,6-2,205,23.0,Minnesota,17.0,3.0,30,,,1843
Ronald Jones,27.0,RB,5-11,208,24.0,Southern California,16.0,3.0,30,,,1844
Nick Leverett,60.0,OG,6-4,310,24.0,North Carolina Central; Rice,1.0,0.0,30,,,1845
Ali Marpet,74.0,LOG,6-4,307,28.0,Hobart,17.0,16.0,30,,,1846
Codey McElroy,86.0,WR,6-6,225,29.0,Eastern Oklahoma State; Texas; Cameron; Oklahoma State; Southeastern Oklahoma State,2.0,0.0,30,,,1847
Steve McLendon,96.0,RDE,6-4,309,35.0,Troy,12.0,0.0,30,,,1848
Jaydon Mickens,85.0,WR,5-11,174,27.0,Washington,5.0,0.0,30,,,1849
Scott Miller,10.0,WR,5-11,166,24.0,Bowling Green State,9.0,0.0,30,,,1850
Kevin Minter,51.0,RILB-LILB,6-0,246,31.0,Louisiana State,16.0,5.0,30,,,1851
Sean Murphy-Bunting,23.0,RCB-LCB,6-1,181,24.0,Central Michigan,9.0,8.0,30,,,1852
Anthony Nelson,98.0,ROLB-LOLB,6-7,271,24.0,Iowa,17.0,2.0,30,,,1853
Rakeem Nunez-Roches,56.0,NT,6-2,307,28.0,Southern Mississippi,16.0,1.0,30,,,1854
Pat O'Connor,79.0,LDE,6-4,270,28.0,Eastern Michigan,13.0,0.0,30,,,1855
Breshad Perriman,16.0,WR,6-2,214,28.0,Central Florida,6.0,0.0,30,,,1856
Jason Pierre-Paul,90.0,LOLB,6-5,272,32.0,Canyons JC; Fort Scott CC; South Florida,12.0,12.0,30,,,1857
Bradley Pinion,8.0,P-K,6-5,232,27.0,Clemson,15.0,0.0,30,,,1858
Benning Potoa'e,91.0,DE,6-3,290,25.0,Washington,1.0,0.0,30,,,1859
Rashard Robinson,28.0,RCB,6-2,177,26.0,Louisiana State,7.0,0.0,30,,,1860
Richard Sherman,5.0,LCB-RCB,6-3,195,33.0,Stanford,5.0,3.0,30,,,1861
Donovan Smith,76.0,LOT,6-6,338,28.0,Penn State,17.0,17.0,30,,,1862
Aaron Stinnie,64.0,LOG-ROG,6-3,312,27.0,James Madison,6.0,1.0,30,,,1863
Grant Stuard,48.0,RILB,6-1,225,23.0,Houston,17.0,0.0,30,,,1864
Ryan Succop,3.0,K,6-2,218,35.0,South Carolina,17.0,0.0,30,,,1865
Ndamukong Suh,93.0,LDE,6-4,307,34.0,Nebraska,17.0,17.0,30,,,1866
Carson Tinker,46.0,LONG,6-0,245,32.0,Alabama,8.0,0.0,30,,,1867
Zach Triner,97.0,LONG,6-3,245,30.0,Siena; Assumption,9.0,0.0,30,,,1868
Joe Tryon,9.0,LOLB-ROLB,6-5,262,22.0,Washington,17.0,6.0,30,,,1869
Ke'Shawn Vaughn,21.0,RB,5-10,218,24.0,Illinois; Vanderbilt,12.0,1.0,30,,,1870
Vita Vea,50.0,NT,6-4,347,26.0,Washington,16.0,16.0,30,,,1871
Justin Watson,17.0,WR,6-3,215,26.0,Pennsylvania,1.0,0.0,30,,,1872
Josh Wells,72.0,ROT-TE,6-6,307,30.0,James Madison,17.0,5.0,30,,,1873
Devin White,45.0,LILB,6-1,240,23.0,Louisiana State,17.0,17.0,30,,,1874
Jordan Whitehead,33.0,FS,5-10,198,24.0,Pittsburgh,12.0,12.0,30,,,1875
Antoine Winfield,31.0,SS,5-10,205,23.0,Minnesota,15.0,15.0,30,,,1876
Tristan Wirfs,78.0,ROT,6-5,322,22.0,Iowa,17.0,17.0,30,,,1877
Blidi Wreh-Wilson,36.0,CB,6-1,194,32.0,Connecticut,1.0,0.0,30,,,1878
Deon Yelder,82.0,TE,6-4,255,26.0,Western Kentucky,3.0,0.0,30,,,1879
Montravius Adams,52.0,RDT,6-4,304,26.0,Auburn,5.0,1.0,23,,,1880
Paulson Adebo,29.0,LCB,6-1,192,22.0,Stanford,17.0,17.0,23,,,1881
Kwon Alexander,5.0,WLB,6-1,227,27.0,Louisiana State,12.0,8.0,23,,,1882
Alex Armah,40.0,FB,6-2,255,27.0,West Georgia,9.0,2.0,23,,,1883
Terron Armstead,72.0,OT,6-5,304,30.0,Arkansas-Pine Bluff,8.0,8.0,23,,,1884
Kawaan Baker,80.0,WR,6-1,215,23.0,South Alabama,2.0,0.0,23,,,1885
Zack Baun,53.0,SLB-WLB,6-3,238,25.0,Wisconsin,17.0,4.0,23,,,1886
Caleb Benenoch,65.0,ROT,6-5,305,27.0,UCLA,1.0,1.0,23,,,1887
Ian Book,16.0,QB,6-0,206,23.0,Notre Dame,1.0,1.0,23,,,1888
Josiah Bronson,91.0,RDT,6-3,300,24.0,Temple; Washington,6.0,0.0,23,,,1889
Marquez Callaway,1.0,WR,6-2,204,23.0,Tennessee,17.0,11.0,23,,,1890
James Carpenter,77.0,LOG-TE,6-5,321,32.0,Coffeyville CC; Alabama,4.0,1.0,23,,,1891
Will Clapp,64.0,C-TE,6-5,311,26.0,Louisiana State,7.0,3.0,23,,,1892
Ken Crawley,25.0,LCB,6-1,180,28.0,Colorado,6.0,0.0,23,,,1893
Marcus Davenport,92.0,RDE,6-6,265,25.0,Texas-San Antonio,11.0,11.0,23,,,1894
DeMario Davis,56.0,MLB,6-2,243,32.0,Arkansas State,16.0,16.0,23,,,1895
Andrew Dowell,50.0,WLB,6-1,225,25.0,Michigan State,16.0,0.0,23,,,1896
Kaden Elliss,55.0,SLB,6-3,240,26.0,Idaho,13.0,0.0,23,,,1897
Sharif Finch,59.0,LB,6-4,250,26.0,Temple,1.0,0.0,23,,,1898
C.J. Gardner-Johnson,22.0,SS,6-0,208,24.0,Florida,12.0,11.0,23,,,1899
Blake Gillikin,4.0,P,6-2,196,23.0,Penn State,17.0,0.0,23,,,1900
Carl Granderson,96.0,RDE-LDE,6-5,261,25.0,Wyoming,16.0,3.0,23,,,1901
J.T. Gray,48.0,SS,6-0,202,25.0,Mississippi State,16.0,0.0,23,,,1902
Garrett Griffin,45.0,TE,6-4,240,27.0,Air Force,13.0,6.0,23,,,1903
Chase Hansen,42.0,SLB,6-3,222,28.0,Utah,3.0,0.0,23,,,1904
Deonte Harty,11.0,WR,5-6,179,24.0,Assumption,14.0,1.0,23,,,1905
Jeff Heath,38.0,SS,6-1,212,30.0,Saginaw Valley State,16.0,0.0,23,,,1906
Taysom Hill,7.0,QB-WR,6-2,221,31.0,Brigham Young,12.0,8.0,23,,,1907
Chris Hogan,80.0,WR,6-1,215,33.0,Penn State; Monmouth (New Jersey),5.0,1.0,23,,,1908
Jalyn Holmes,57.0,LDE,6-5,283,25.0,Ohio State,8.0,1.0,23,,,1909
Braxton Hoyett,52.0,DT,6-3,310,25.0,Mississippi State,1.0,0.0,23,,,1910
Albert Huggins,95.0,LDT-RDT,6-3,305,24.0,Clemson,9.0,1.0,23,,,1911
Lil'Jordan Humphrey,84.0,WR,6-4,225,23.0,Texas,10.0,4.0,23,,,1912
James Hurst,74.0,LOT-ROT-LOG-TE,6-5,313,30.0,North Carolina,17.0,15.0,23,,,1913
Mark Ingram,14.0,RB,5-9,215,32.0,Alabama,7.0,3.0,23,,,1914
Malcolm Jenkins,27.0,SS,6-0,204,34.0,Ohio State,16.0,16.0,23,,,1915
Brian Johnson,6.0,K,6-1,185,22.0,Virginia Tech,4.0,0.0,23,,,1916
Juwan Johnson,83.0,TE,6-4,225,25.0,Penn State; Oregon,14.0,1.0,23,,,1917
Tony Jones,34.0,RB,5-11,224,24.0,Notre Dame,11.0,4.0,23,,,1918
Cameron Jordan,94.0,LDE,6-4,287,32.0,California,16.0,16.0,23,,,1919
Alvin Kamara,41.0,RB,5-10,215,26.0,Alabama; Hutchinson CC; Tennessee,13.0,10.0,23,,,1920
Tanoh Kpassagnon,90.0,RDE,6-7,285,27.0,Villanova,8.0,5.0,23,,,1921
Forrest Lamp,66.0,OG,6-4,310,27.0,Western Kentucky,1.0,0.0,23,,,1922
Marshon Lattimore,23.0,RCB,6-0,192,25.0,Ohio State,16.0,16.0,23,,,1923
Brett Maher,19.0,K,6-0,180,32.0,Nebraska,8.0,0.0,23,,,1924
Justin March-Lillard,54.0,LB,5-11,225,28.0,Akron,1.0,0.0,23,,,1925
Erik McCoy,78.0,C,6-4,315,24.0,Texas A&M,12.0,12.0,23,,,1926
Wynton McManis,54.0,LB,6-1,225,27.0,Memphis,1.0,0.0,23,,,1927
Jordan Miller,36.0,CB,6-1,181,24.0,Washington,1.0,0.0,23,,,1928
Jordan Mills,79.0,ROT-LOT,6-5,316,31.0,Louisiana Tech,10.0,3.0,23,,,1929
Ty Montgomery,88.0,WR,6-0,216,28.0,Stanford,14.0,3.0,23,,,1930
Kyle Murphy,69.0,OT,6-6,305,28.0,Stanford,1.0,0.0,23,,,1931
David Onyemata,93.0,LDT,6-4,300,29.0,Manitoba,11.0,11.0,23,,,1932
Devine Ozigbo,28.0,RB,6-2,225,25.0,Nebraska,2.0,0.0,23,,,1933
Cody Parkey,6.0,K,6-0,191,29.0,Auburn,1.0,0.0,23,,,1934
Andrus Peat,75.0,LOG,6-7,316,28.0,Stanford,6.0,6.0,23,,,1935
Adam Prentice,46.0,FB,6-0,245,24.0,Colorado State; South Carolina,7.0,3.0,23,,,1936
Ryan Ramczyk,71.0,ROT,6-6,314,27.0,Wisconsin-Stevens Point; Wisconsin,10.0,10.0,23,,,1937
Christian Ringo,70.0,LDT,6-1,298,29.0,Louisiana-Lafayette,14.0,4.0,23,,,1938
Malcolm Roach,97.0,RDT,6-3,290,23.0,Texas,7.0,2.0,23,,,1939
Bradley Roby,21.0,RCB-LCB,5-11,194,29.0,Ohio State,14.0,1.0,23,,,1940
Aldrick Rosas,6.0,K,6-3,227,27.0,Southern Oregon,4.0,0.0,23,,,1941
Cesar Ruiz,51.0,ROG-C,6-4,319,22.0,Michigan,17.0,17.0,23,,,1942
KeiVarae Russell,35.0,CB,5-11,196,28.0,Notre Dame,1.0,0.0,23,,,1943
Trevor Siemian,15.0,QB,6-3,220,30.0,Northwestern,6.0,4.0,23,,,1944
Tre'Quan Smith,10.0,WR,6-2,210,25.0,Central Florida,11.0,6.0,23,,,1945
Kenny Stills,12.0,WR,6-1,196,29.0,Oklahoma,12.0,4.0,23,,,1946
Bryce Thompson,32.0,CB,5-11,190,22.0,Tennessee,2.0,0.0,23,,,1947
Calvin Throckmorton,76.0,LOG-ROG-C-TE,6-5,309,25.0,Oregon,17.0,14.0,23,,,1948
Adam Trautman,82.0,TE,6-6,255,24.0,Dayton,13.0,10.0,23,,,1949
Desmond Trufant,31.0,LCB-RCB,6-0,190,31.0,Washington,2.0,0.0,23,,,1950
Payton Turner,98.0,RDE,6-6,270,22.0,Houston,5.0,0.0,23,,,1951
Shy Tuttle,99.0,RDT,6-3,300,26.0,Tennessee,17.0,15.0,23,,,1952
Nick Vannett,81.0,TE,6-6,260,28.0,Ohio State,7.0,2.0,23,,,1953
Dwayne Washington,24.0,RB,6-1,223,27.0,Washington,14.0,0.0,23,,,1954
Pete Werner,20.0,WLB,6-3,242,22.0,Ohio State,15.0,8.0,23,,,1955
Ethan Westbrooks,91.0,DT,6-4,276,31.0,Sacramento CC; West Texas A&M,1.0,0.0,23,,,1956
Kevin White,17.0,WR,6-3,217,28.0,Lackawanna JC; West Virginia,6.0,1.0,23,,,1957
Marcus Williams,43.0,FS,6-1,195,25.0,Utah,16.0,16.0,23,,,1958
P.J. Williams,26.0,FS-SS,6-0,196,28.0,Florida State,16.0,5.0,23,,,1959
Easop Winston,18.0,WR,6-0,192,25.0,San Francisco CC; Washington State,3.0,1.0,23,,,1960
Jameis Winston,2.0,QB,6-4,231,27.0,Florida State,7.0,7.0,23,,,1961
Ethan Wolf,86.0,TE,6-6,252,26.0,Tennessee,2.0,1.0,23,,,1962
Zach Wood,49.0,LONG,6-3,255,28.0,Southern Methodist,17.0,0.0,23,,,1963
Landon Young,67.0,LOT-ROT,6-7,321,24.0,Kentucky,10.0,1.0,23,,,1964
Kyle Pitts,,TE,,,,Florida,,,2,1.0,4.0,1965
Richie Grant,,DB,,,,Central Florida,,,2,2.0,40.0,1966
Jalen Mayfield,,OT,,,,Michigan,,,2,3.0,68.0,1967
Darren Hall,,CB,,,,San Diego State,,,2,4.0,108.0,1968
